barcode,status,matriz_name,matriz_list_price,matriz_standard_price,branch_id,branch_name,branch_list_price_before,branch_standard_price_before,branch_list_price_after,branch_standard_price_after,error
6931748510312,NOT_IN_BRANCH,ESCARCHA COLORES ,2.17391304,1.38,,,,,,,
6931748510329,NOT_IN_BRANCH,ESCARCHA COLORES ,2.17391304,1.38,,,,,,,
8523215005353,NOT_IN_BRANCH,ESCARCHA COLORES ,2.17391304,1.38,,,,,,,
6744078033327,NOT_IN_BRANCH,ESCARCHA D COLORES ,2.17391304,1.38,,,,,,,
6931748510343,NOT_IN_BRANCH,ESCARCHA DE COLORES ,2.17391304,1.06,,,,,,,
000500047,NOT_IN_BRANCH,ESCARCHA DE COLORES SURTIDOS X UNIDAD,0.6521739,0.3,,,,,,,
V4410,NOT_IN_BRANCH,ESCARCHA DE COLORES VERDES,1.73913043,1.06,,,,,,,
196302,NOT_IN_BRANCH,ESCARCHA DIFERENCO LOCOLR M&Co,2.17391304,1.38,,,,,,,
63104,NOT_IN_BRANCH,ESCARCHA DIFERENTE COLOR,2.17391304,1.38,,,,,,,
M3121,NOT_IN_BRANCH,ESCARCHA L& D,2.60869565,1.9,,,,,,,
8523215005278,NOT_IN_BRANCH,ESCARCHA NAIL POWDER,2.17391304,1.38,,,,,,,
401102,NOT_IN_BRANCH,ESCARCHA NAVIDAD,2.17391304,1.6,,,,,,,
5532666711631,NOT_IN_BRANCH,ESCARCHA PARA UNAS AOYASIYUE TONOS BLANCOS,1.52173913,0.99,,,,,,,
5532666711723,NOT_IN_BRANCH,ESCARCHA PARA UNAS AOYASIYUE TONOS BLANCOS,1.52173913,0.99,,,,,,,
5532666711662,NOT_IN_BRANCH,ESCARCHA PARA UNAS AOYASIYUE TONOS SURTIDOS,1.52173913,0.99,,,,,,,
CP2133,NOT_IN_BRANCH,ESCARCHA VARIAS PRCIOSAS,3.04347826,2.52,,,,,,,
6931748510121,NOT_IN_BRANCH,ESCARCHA VARIOS COLORES DE FUNDA ROSADA,2.173913,1.38,,,,,,,
12345678948,NOT_IN_BRANCH,ESCARCHAS BEAUTY SKY  ARBOLES,3.04347826,2.5,,,,,,,
10147,NOT_IN_BRANCH,ESCARCHAS BEAUTY SKY X 12 PRCIOSAS,3.04347826,2.5,,,,,,,
55326667713154,NOT_IN_BRANCH,ESCARCHAS BLANCAS X 12,3.04347826,2.2,,,,,,,
5532666711686,NOT_IN_BRANCH,ESCARCHAS COLORES 6PCS,1.52173913,0.99,,,,,,,
5532666711785,NOT_IN_BRANCH,ESCARCHAS COLORES UÑAS 6PCS,1.52173913,0.99,,,,,,,
5532666711549,NOT_IN_BRANCH,ESCARCHAS DE COLORES CALIDOS ,1.5217391,0.6,,,,,,,
010147,NOT_IN_BRANCH,ESCARCHAS DE DIFERENTES DISENOS ,3.0434782,2.6,,,,,,,
5532666711730,NOT_IN_BRANCH,ESCARCHAS DORADAS Y BLANCAS,1.52173913,0.99,,,,,,,
6920216789442,NOT_IN_BRANCH,ESCARCHAS GLITTER BOSHILING,1.5217391,0.7,,,,,,,
201109,NOT_IN_BRANCH,ESCARCHAS VARIOS COLORES PRECIOSAS,3.04347826,2.5,,,,,,,
CP2136,NOT_IN_BRANCH,ESCARCHAS VARIOS COLORES PRECIOSAS,3.04347826,2.5,,,,,,,
CP2135,NOT_IN_BRANCH,ESCARCHAS X 12 VARIOS COLORES PRECIOSAS,3.04347826,2.5,,,,,,,
7861168701925,NOT_IN_BRANCH,ESM CAT EYE #14,2.60869565,1.89,,,,,,,
7861168701933,NOT_IN_BRANCH,ESM CAT EYE #875,3.04347826,1.89,,,,,,,
7861168701797,NOT_IN_BRANCH,ESM CAT EYE MC25 14ML,6.30434783,5.4855,,,,,,,
7861168701798,NOT_IN_BRANCH,ESM CAT EYE MC28 14ML,6.30434783,5.4855,,,,,,,
7861168701799,NOT_IN_BRANCH,ESM CAT EYE MC31 14ML,6.30434783,5.4855,,,,,,,
7861168701800,NOT_IN_BRANCH,ESM CAT EYE MC32 14ML,6.30434783,5.4855,,,,,,,
7704233299008,NOT_IN_BRANCH,ESM FANTASTIC DECO NU BCO ARMIN 02,1.30434783,0.84,,,,,,,
77024332987459,NOT_IN_BRANCH,ESM FANTASTIC NU PALO ROSA 24,1.30434783,0.84,,,,,,,
78611168701553,NOT_IN_BRANCH,ESM MAXI GLITTER GEL UV #59,2.17391304,1.5001,,,,,,,
78611168701557,NOT_IN_BRANCH,ESM MAXI GLITTER GEL UV #62,2.17391304,1.5001,,,,,,,
7861168701486,NOT_IN_BRANCH,ESM UV LED #01 12ML,1.52173913,1.04,,,,,,,
7861168701487,NOT_IN_BRANCH,ESM UV LED #02 12ML,1.95652174,1.2,,,,,,,
7861168701813,NOT_IN_BRANCH,ESM UV LED #107 12ML,1.52173913,1.04416667,,,,,,,
78611687001838,NOT_IN_BRANCH,ESM UV LED #127 12ML,1.73913044,1.2,,,,,,,
7861168701840,NOT_IN_BRANCH,ESM UV LED #128 12ML,1.52173913,1.044,,,,,,,
7861168701841,NOT_IN_BRANCH,ESM UV LED #129 12ML,1.52173913,1.044,,,,,,,
7861168701527,NOT_IN_BRANCH,ESM UV LED #34 12ML,1.52173913,1.044,,,,,,,
7861168701562,NOT_IN_BRANCH,ESM UV LED #69 12ML,1.52173913,1.04416667,,,,,,,
7861168701564,NOT_IN_BRANCH,ESM UV LED #70 12ML,1.52173913,1.04416667,,,,,,,
7861168701569,NOT_IN_BRANCH,ESM UV LED #74 12ML,1.52173913,1.04388889,,,,,,,
7861168701571,NOT_IN_BRANCH,ESM UV LED #75 12ML BLANCO,1.52173913,1.04388889,,,,,,,
7861168701582,NOT_IN_BRANCH,ESM UV LED #90 TRASLUCID 12ML,1.52173913,1.04416667,,,,,,,
842342117769,NOT_IN_BRANCH,ESMALDE GEL LINER MIA SECRET,16.08695652,12.7,,,,,,,
7861168842764,NOT_IN_BRANCH,ESMALETE EN GEL MASTER NAIL 06,4.34782609,3.4,,,,,,,
7707773834711,NOT_IN_BRANCH,ESMALTE  MASGLO BASE NUTRITIVA,2.17391304,1.63,,,,,,,
7707178033283,NOT_IN_BRANCH,ESMALTE  RODHER ESTRACTO DE AJO,1.7391304,1.43,,,,,,,
7707178030084,NOT_IN_BRANCH,ESMALTE  RODHER ROJO SALMON,1.74,1.45,,,,,,,
7860000066009,NOT_IN_BRANCH,ESMALTE 10ML SEMIPERMANENTE TORNASOL COLOR ROSADO CORAL EFECTO OJO DE GATO X UND,1.73913043478,0.47,,,,,,,
HMAQ0016-1,NOT_IN_BRANCH,ESMALTE 18ML SEMIPERMANENTE SANDRY PROFESIONAL COLOR BLANCO ENCANTADA X UND,1.73913043478,0.65,,,,,,,
7702433298568,NOT_IN_BRANCH,ESMALTE AGRAZ 42,1.30434783,0.8,,,,,,,
7702433322539,NOT_IN_BRANCH,ESMALTE ALMENDRA 247,1.30434783,0.8,,,,,,,
7509552843521,NOT_IN_BRANCH,ESMALTE AMBROSA 332,1.30434783,0.8,,,,,,,
7207208899006,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.7391,1.34,,,,,,,
7207208899235,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.7391,1.34,,,,,,,
7207208899150,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.7391,1.34,,,,,,,
7207208899136,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.7391,1.34,,,,,,,
7207208899327,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.7391,1.34,,,,,,,
7207208899228,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.7391,1.34,,,,,,,
7207208899099,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.7391,1.34,,,,,,,
7207208899297,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.7391,1.34,,,,,,,
7207208899112,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.7391,1.34,,,,,,,
7207208899310,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.7391,1.34,,,,,,,
7207208899129,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.7391,1.34,,,,,,,
7207208899082,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.7391,1.34,,,,,,,
7207208899143,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.7391,1.34,,,,,,,
7207208899259,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.7391,1.34,,,,,,,
7207208899105,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.7391,1.34,,,,,,,
7207208899167,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.73913044,1.34,,,,,,,
7207208899174,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.73913044,1.34,,,,,,,
7207208899303,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.73913044,1.34,,,,,,,
7207208899198,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.73913044,1.34,,,,,,,
7207208899181,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.73913044,1.34,,,,,,,
7207208899211,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.73913044,1.34,,,,,,,
7207208899242,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.73913044,1.34,,,,,,,
7207208899266,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.73913044,1.34,,,,,,,
7207208899204,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.73913044,1.34,,,,,,,
7207208899075,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.73913044,1.34,,,,,,,
7207208899358,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.73913044,1.34,,,,,,,
7207208899037,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.73913044,1.34,,,,,,,
7207208899365,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.73913044,1.34,,,,,,,
7207208899334,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.73913044,1.34,,,,,,,
7207208899341,NOT_IN_BRANCH,ESMALTE AMYBEAUTY,1.73913044,1.34,,,,,,,
7207208899280,NOT_IN_BRANCH,ESMALTE AMYBEAUTY ,1.7391,1.34,,,,,,,
6968488964211,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 001,1.3,0.75,,,,,,,
6968488964228,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 002,1.3,0.75,,,,,,,
6968488966161,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 003,1.3,0.75,,,,,,,
6968488965478,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 004,1.3,0.75,,,,,,,
6968488965485,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 005,1.3,0.75,,,,,,,
6968488965492,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 006,1.30434783,0.75,,,,,,,
6968488964235,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 007,1.3,0.75,,,,,,,
6968488965508,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 008,1.3,0.75,,,,,,,
6968488964242,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 009,1.3,0.75,,,,,,,
6968488965515,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 010,1.3,0.75,,,,,,,
6968488964259,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 011,1.3,0.75,,,,,,,
6968488964266,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 012,1.3,0.75,,,,,,,
6968488965522,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 013,1.3,0.75,,,,,,,
6968488965539,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 014,1.3,0.75,,,,,,,
6968488964273,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 015,1.3,0.75,,,,,,,
6968488964280,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 016,1.3,0.75,,,,,,,
6968488965546,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 017,1.3,0.75,,,,,,,
6968488965553,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 018,1.3,0.765,,,,,,,
6968488964297,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 019,1.3,0.75,,,,,,,
6968488964204,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 022,1.3,0.75,,,,,,,
6968488965560,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 023,1.3,0.75,,,,,,,
6968488965577,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 024,1.3,0.75,,,,,,,
6968488964105,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 025,1.3,0.75,,,,,,,
6968488965584,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 026,1.3,0.75,,,,,,,
6968488965591,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 029,1.3,0.75,,,,,,,
6968488964136,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 030,1.3,0.75,,,,,,,
6968488965607,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 033,1.3,0.75,,,,,,,
6968488964112,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 034,1.3,0.75,,,,,,,
6968488964129,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 035,1.3,0.75,,,,,,,
6968488965645,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 035,1.3,0.75,,,,,,,
6968488965614,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 036,1.3,0.75,,,,,,,
6968488965621,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 041,1.3,0.75,,,,,,,
6968488965638,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 044,1.3,0.75,,,,,,,
6968488964143,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 045,1.3,0.75,,,,,,,
6968488964150,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 046,1.3,0.75,,,,,,,
6968488964167,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 047,1.3,0.75,,,,,,,
6968488964174,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 048,1.3,0.75,,,,,,,
6968488964198,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 049,1.3,0.75,,,,,,,
6968488964303,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 051,1.3,0.75,,,,,,,
6968488965652,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 056,1.3,0.75,,,,,,,
6968488964181,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 058,1.3,0.75,,,,,,,
6968488965669,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 059,1.3,0.75,,,,,,,
6968488964310,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 067,1.3,0.75,,,,,,,
6968488965676,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 073,1.3,0.75,,,,,,,
6968488964358,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 076,1.3,0.75,,,,,,,
6968488964341,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 079,1.3,0.75,,,,,,,
6968488964327,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 083,1.3,0.75,,,,,,,
6968488964334,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 084,1.3,0.75,,,,,,,
6968488964365,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 086,1.3,0.75,,,,,,,
6968488964372,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 101,1.3,0.75,,,,,,,
6968488965690,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 109,1.3,0.75,,,,,,,
6968488965706,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 113,1.3,1.75,,,,,,,
6968488965713,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 114,1.3,0.75,,,,,,,
6968488965744,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 121,1.3,0.75,,,,,,,
6968488965751,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 122,1.3,0.75,,,,,,,
6968488965775,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 124,1.3,0.75,,,,,,,
6968488965805,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 129,1.3,0.75,,,,,,,
6968488965829,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 131,1.3,0.75,,,,,,,
6968488965843,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 134,1.3,0.75,,,,,,,
6968488965850,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 135,1.3,0.75,,,,,,,
6968488965881,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 146,1.3,0.75,,,,,,,
6968488965898,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 154,1.3,0.75,,,,,,,
6968488965904,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 159,1.3,0.75,,,,,,,
6968488965911,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 162,1.3,0.75,,,,,,,
6968488964389,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 164,1.3,0.75,,,,,,,
6968488964396,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 165,1.3,0.75,,,,,,,
6968488964402,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 168,1.3,0.75,,,,,,,
6968488964419,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 169,1.3,0.75,,,,,,,
6968488964426,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 172,1.3,0.75,,,,,,,
6968488964433,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 173,1.35,0.75,,,,,,,
6968488965942,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 176,1.3,0.75,,,,,,,
6968488964464,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 178,1.3,0.75,,,,,,,
6968488964471,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 179,1.3,0.75,,,,,,,
6968488965966,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 180,1.3,0.75,,,,,,,
6968488964488,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 181,1.3,0.75,,,,,,,
6968488964495,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 182,1.3,0.75,,,,,,,
6968488965980,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 184,1.3,0.75,,,,,,,
6968488965997,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 185,1.3,0.75,,,,,,,
6968488966000,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 186,1.3,0.75,,,,,,,
6968488964501,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 188,1.3,0.75,,,,,,,
6968488964518,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 189,1.3,0.75,,,,,,,
6968488964525,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 191,1.3,0.75,,,,,,,
6968488964532,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 192,1.3,0.75,,,,,,,
6968488964549,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 193,1.3,0.75,,,,,,,
6968488966048,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 195,1.3,0.75,,,,,,,
6968488964556,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 196,1.3,0.75,,,,,,,
6968488964563,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 197,1.3,0.75,,,,,,,
6968488964570,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 198,1.3,0.75,,,,,,,
6968488966055,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 200,1.3,0.75,,,,,,,
6968488966062,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 201,1.3,0.75,,,,,,,
6968488964587,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 202,1.3,0.75,,,,,,,
6968488964594,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 203,1.3,0.75,,,,,,,
6968488964600,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 204,1.3,0.75,,,,,,,
6968488966079,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 205,1.3,0.75,,,,,,,
6968488964617,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 207,1.3,0.75,,,,,,,
6968488966093,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 208,1.3,0.75,,,,,,,
6968488964624,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 209,1.3,0.75,,,,,,,
6968488966109,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 210,1.3,0.75,,,,,,,
6968488966116,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 211,1.3,0.75,,,,,,,
6968488964631,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 212,1.3,0.75,,,,,,,
6968488966123,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 214,1.3,0.75,,,,,,,
6968488964648,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 215,1.3,0.75,,,,,,,
6968488966130,NOT_IN_BRANCH,ESMALTE AMYBEAUTY 216,1.3,0.75,,,,,,,
7509552893243,NOT_IN_BRANCH,ESMALTE ARENA,1.30434783,0.8,,,,,,,
7509552789171,NOT_IN_BRANCH,ESMALTE AUTENTICA,1.30434783,0.8,,,,,,,
7702433322546,NOT_IN_BRANCH,ESMALTE AVELLANA 248,1.30434783,0.8,,,,,,,
7509552935110,NOT_IN_BRANCH,ESMALTE AZUCARADO ,1.30434783,0.8,,,,,,,
7703799104104,NOT_IN_BRANCH,ESMALTE BARDOT BASE AJO LIMON,1.30434783,0.6,,,,,,,
7707363361153,NOT_IN_BRANCH,"ESMALTE BASE 8 EN 1 MASGLO 13,5 ML",3.47826087,3.0,,,,,,,
qz'27,NOT_IN_BRANCH,ESMALTE BLANCO O1 COQUETA,4.34782609,3.85,,,,,,,
7509552932874,NOT_IN_BRANCH,ESMALTE BOMBON,1.30434783,0.8,,,,,,,
7509552843606,NOT_IN_BRANCH,ESMALTE BONANZA 340,1.30434783,0.8,,,,,,,
7702433298476,NOT_IN_BRANCH,ESMALTE CAMPARI 36,1.30434783,0.84,,,,,,,
7702433299176,NOT_IN_BRANCH,ESMALTE CAPRICHO 92,1.30434783,0.802,,,,,,,
7702433322669,NOT_IN_BRANCH,ESMALTE CHAMPAÑA 259,1.30434783,0.8,,,,,,,
7707305130090,NOT_IN_BRANCH,ESMALTE CHECO TODOS COLORES,2.17391304,1.8,,,,,,,
7702433298889,NOT_IN_BRANCH,ESMALTE CIELO ROSA 12,1.30434783,0.8,,,,,,,
7702433322553,NOT_IN_BRANCH,ESMALTE COCOA 249,1.30434783,0.8,,,,,,,
7702433289887,NOT_IN_BRANCH,ESMALTE CONFETTI 94,1.30434783,0.8,,,,,,,
0021356,NOT_IN_BRANCH,ESMALTE COQUETA 047 GEL 10ML,1.73913043,1.5,,,,,,,
7509552924824,NOT_IN_BRANCH,ESMALTE CREACION,1.30434783,0.8,,,,,,,
7702433322492,NOT_IN_BRANCH,ESMALTE CUPIDO 243,1.30434783,0.8,,,,,,,
7509552847116,NOT_IN_BRANCH,ESMALTE DALIA 344,1.30434783,0.8,,,,,,,
7295130010019,NOT_IN_BRANCH,ESMALTE DE UÑAS DE ACERO Y HIERRO AREONAIL,1.73913044,1.25,,,,,,,
7509552843422,NOT_IN_BRANCH,ESMALTE DELICIA 322,1.30434783,0.8,,,,,,,
7509552843583,NOT_IN_BRANCH,ESMALTE DINAMICO 338,1.30434783,0.8,,,,,,,
0002056,NOT_IN_BRANCH,ESMALTE ECONOMICO SEMI ,1.3043478,0.56,,,,,,,
7861168700548,NOT_IN_BRANCH,ESMALTE EFECTO AURORA,2.1739,1.65,,,,,,,
7861168700546,NOT_IN_BRANCH,ESMALTE EFECTO AURORA,2.1739,1.65,,,,,,,
7509552789201,NOT_IN_BRANCH,ESMALTE EMPODERADA,1.30434783,0.8,,,,,,,
7861168842719,NOT_IN_BRANCH,ESMALTE EN GEL MASTER NAIL 01,4.34782609,3.4,,,,,,,
7861168842726,NOT_IN_BRANCH,ESMALTE EN GEL MASTER NAILS 02,4.34782609,3.4,,,,,,,
7861168842771,NOT_IN_BRANCH,ESMALTE EN GEL MASTER NAILS 07,4.34782609,3.4,,,,,,,
7861168841194,NOT_IN_BRANCH,ESMALTE EN GEL NAIL ART SILVER,4.56521739,3.47166667,,,,,,,
7707178030664,NOT_IN_BRANCH,ESMALTE ESCARCHA DORADA,1.7391304,1.45,,,,,,,
7509552924770,NOT_IN_BRANCH,ESMALTE ESENCIA,1.30434783,0.8,,,,,,,
7509552843477,NOT_IN_BRANCH,ESMALTE ESENCIAL 327,1.30434783,0.8,,,,,,,
7509552924800,NOT_IN_BRANCH,ESMALTE ESPIRITUAL,1.30434783,0.8,,,,,,,
7509552843392,NOT_IN_BRANCH,ESMALTE ETERNO 319,1.30434783,0.8,,,,,,,
7707194537130,NOT_IN_BRANCH,ESMALTE EXPRESIVA MASGLO ,1.9565217,1.52,,,,,,,
7707109983687,NOT_IN_BRANCH,ESMALTE EXTRAORDINARIAS MASGLO ,2.17391304,1.52,,,,,,,
7509552873009,NOT_IN_BRANCH,ESMALTE FESTIVAL,1.30434783,0.8,,,,,,,
7509552789195,NOT_IN_BRANCH,ESMALTE FRESCURA,1.30434783,0.8,,,,,,,
7702433289801,NOT_IN_BRANCH,ESMALTE FRESH PETALS 23,1.30434783,0.8,,,,,,,
7861168871498,NOT_IN_BRANCH,ESMALTE GEL DE MASTER NAILS  GELISH-1,4.34782609,3.4,,,,,,,
7861168871542,NOT_IN_BRANCH,ESMALTE GEL DE MASTER NAILS GELISH-6,4.34782609,3.4,,,,,,,
7861168840296,NOT_IN_BRANCH,ESMALTE GEL NEGRO MASTER NAILS ,4.7826087,3.47166667,,,,,,,
7702433298629,NOT_IN_BRANCH,ESMALTE GERANIO 17,1.30434783,0.8,,,,,,,
7861168821882,NOT_IN_BRANCH,ESMALTE GLAM NAILS # 042,2.17391304,1.66,,,,,,,
7861168821967,NOT_IN_BRANCH,ESMALTE GLAM NAILS # 069,2.17391304,1.66,,,,,,,
7861168701578,NOT_IN_BRANCH,ESMALTE GLAM NAILS # 87,2.1739,1.2,,,,,,,
7861168701579,NOT_IN_BRANCH,ESMALTE GLAM NAILS # 88,2.1739,1.04,,,,,,,
7861168822025,NOT_IN_BRANCH,ESMALTE GLAM NAILS #075,2.17391304,2.1,,,,,,,
7861168821783,NOT_IN_BRANCH,ESMALTE GLAM NAILS 141,2.17391304,1.66,,,,,,,
7861168821776,NOT_IN_BRANCH,ESMALTE GLAM NAILS BLANCON # 092,2.17391304,1.66,,,,,,,
7861168870958,NOT_IN_BRANCH,ESMALTE GOLD REFLECTIVA,4.35,3.3,,,,,,,
7702433298766,NOT_IN_BRANCH,ESMALTE LILA FRANCES 22,1.30434783,0.8,,,,,,,
MARLA2312'26,NOT_IN_BRANCH,ESMALTE LINER COQUETA,3.0434782,2.0,,,,,,,
7707194533057,NOT_IN_BRANCH,ESMALTE MAAGLO INESTABLE,1.96,1.7,,,,,,,
7707194539646,NOT_IN_BRANCH,ESMALTE MAASGLO ESPLENDIDA,1.96,1.7,,,,,,,
7861168841118,NOT_IN_BRANCH,ESMALTE MAASTER NAILS # 1228,4.34782609,3.4,,,,,,,
7861168840784,NOT_IN_BRANCH,ESMALTE MAASTER NAILS # 386,4.34782609,3.4,,,,,,,
7509552847109,NOT_IN_BRANCH,ESMALTE MALVA 343,1.30434783,0.8,,,,,,,
7509552873054,NOT_IN_BRANCH,ESMALTE MAR,1.30434783,0.8,,,,,,,
7702433322485,NOT_IN_BRANCH,ESMALTE MARTE 242,1.30434783,0.8,,,,,,,
7707773836678,NOT_IN_BRANCH,ESMALTE MASGLO ACELERADA,1.96,1.7,,,,,,,
7707194539639,NOT_IN_BRANCH,ESMALTE MASGLO AJENA,1.96,1.7,,,,,,,
7707363361474,NOT_IN_BRANCH,ESMALTE MASGLO ANGELICAL,1.96,1.7,,,,,,,
