barcode,status,matriz_name,matriz_list_price,matriz_standard_price,branch_id,branch_name,branch_list_price_before,branch_standard_price_before,branch_list_price_after,branch_standard_price_after,error
PLADSH4543324,NOT_IN_BRANCH,ACCESORIOS UÑAS VERANO MIX MITCHEL CEDEÑO,3.04347826,2.09,,,,,,,
7707305133497,NOT_IN_BRANCH,ACE-01 ACE-01 ACEITE PARA CUTICULA ALMENDRA 15ML 7707305133497 MARCA CHECO,1.73913043,1.36666667,,,,,,,
7707305133312,NOT_IN_BRANCH,ACE-04 ACE-04 ACEITE PARA CUTICULA COCO 15ML MARCA CHECO,1.73913043,1.36714286,,,,,,,
079567520306,NOT_IN_BRANCH,ACEITE 3 EN 1 30 ML PEQUEÑO,1.30434783,0.95,,,,,,,
6928053454271,NOT_IN_BRANCH,ACEITE DE ARGAN,6.95652174,4.0,,,,,,,
7703143241264,NOT_IN_BRANCH,ACEITE DE ARGAN LEHIT,0.86956522,0.45,,,,,,,
7703143264263,NOT_IN_BRANCH,ACEITE DE COCO,0.86956522,0.6,,,,,,,
7707223662895,NOT_IN_BRANCH,ACEITE DE COCO ,0.86956522,0.6,,,,,,,
7861168837081,NOT_IN_BRANCH,"ACEITE DE CUTICULA  LAVANDA 30 ML,THE FRUIT",1.73913043,1.82,,,,,,,
6901234586312,NOT_IN_BRANCH,ACEITE DE CUTICULA AMYBEAUTY,1.30434783,1.0,,,,,,,
811901014871,NOT_IN_BRANCH,"ACEITE DE CUTICULA MIA SECRET 7,4 ML",4.8695,4.0,,,,,,,
7862118731770,NOT_IN_BRANCH,ACEITE NUTRICION RANH,8.69565217,7.98,,,,,,,
7862118731749,NOT_IN_BRANCH,ACEITE RECONSTRUCCION RANH,8.69565217,7.88,,,,,,,
6975481230854,NOT_IN_BRANCH,ACELERADOR SUPER BOOSTER,11.08695652,8.5,,,,,,,
0002041,NOT_IN_BRANCH,ACESORIO PIEDRA DE CRISTAL X2pc,1.73913044,1.25,,,,,,,
00020012,NOT_IN_BRANCH,ACETONA DE 30ML ,0.6521739,0.3,,,,,,,
6915135422013,NOT_IN_BRANCH,ACETONA SHAPIR 120ML,2.17391304,1.71,,,,,,,
736372122155,NOT_IN_BRANCH,ACFRILICO MASTER NAILS COVER ROSE 1 OZ,7.73913043,5.96,,,,,,,
6901234586329,NOT_IN_BRANCH,ACITE DE CUTICULA USHAS,1.30434783,0.6,,,,,,,
770211003345,NOT_IN_BRANCH,ACONDICIONADOR 1000ML KERATIN,11.73913,9.25,,,,,,,
7862101537907,NOT_IN_BRANCH,ACONDICIONADOR 1LITRO MANZANILLA,2.173913,1.7,,,,,,,
7798180960261,NOT_IN_BRANCH,ACONDICIONADOR ALTA MODA ALFAPARF,4.34782609,3.5,,,,,,,
7702113035629,NOT_IN_BRANCH,ACONDICIONADOR ANTICASPA RECAMIER,4.34782609,3.06,,,,,,,
7898009430088,NOT_IN_BRANCH,ACONDICIONADOR CACHOS SALON LINE,9.56521739,8.4,,,,,,,
7798180960711,NOT_IN_BRANCH,ACONDICIONADOR COLOR PROTECTION ALTA MODA ,17.391304,16.25,,,,,,,
7702113023213,NOT_IN_BRANCH,ACONDICIONADOR CONTROL CAIDA,4.34782609,3.06,,,,,,,
7756719015226,NOT_IN_BRANCH,ACONDICIONADOR CURLY MONOI PLACENTA LIFE 350 ML,5.2173913,4.0,,,,,,,
7862101537921,NOT_IN_BRANCH,ACONDICIONADOR DE SABILA 1LITRO,2.173913,1.7,,,,,,,
7861171202951,NOT_IN_BRANCH,ACONDICIONADOR GUSANO DE SEDA,8.69565212,4.7,,,,,,,
7702113003345,NOT_IN_BRANCH,ACONDICIONADOR HAIR KERATIN SALONIN,11.73913043,11.0,,,,,,,
7897984718044,NOT_IN_BRANCH,ACONDICIONADOR HIDRATACION EXTREMA,4.34782609,2.85,,,,,,,
7756719004428,NOT_IN_BRANCH,ACONDICIONADOR HYDRA MACADAMIA 100ML,10.86956522,8.0,,,,,,,
7862101533688,NOT_IN_BRANCH,ACONDICIONADOR ISABELLA 1 LITRO ARGAN,2.173913,1.7,,,,,,,
7861171200094,NOT_IN_BRANCH,ACONDICIONADOR KERATINA MOLLIE 1000 ML,8.69565217,8.45,,,,,,,
7861171200384,NOT_IN_BRANCH,ACONDICIONADOR KERATINA MOLLIE 500 ML,5.43478261,4.45,,,,,,,
7862101532100,NOT_IN_BRANCH,ACONDICIONADOR KIWI  1 LITRO,2.173913,1.7,,,,,,,
7702113042443,NOT_IN_BRANCH,ACONDICIONADOR LISO BRASILERO RECAMIER,4.34782609,3.06,,,,,,,
7897984718020,NOT_IN_BRANCH,ACONDICIONADOR LISO INTENSO,4.34782609,2.85,,,,,,,
7897984718013,NOT_IN_BRANCH,ACONDICIONADOR NUTRICION COCO 900 ML,4.34782609,2.85,,,,,,,
7897984718310,NOT_IN_BRANCH,ACONDICIONADOR ONDAS Y RIZOS 900 ML,4.34782609,2.85,,,,,,,
7861171202593,NOT_IN_BRANCH,ACONDICIONADOR POST COLOR 500ML,5.43478261,4.45,,,,,,,
7861171202609,NOT_IN_BRANCH,ACONDICIONADOR POSTCOLOR 100ML,8.69565217,8.45,,,,,,,
7702113023169,NOT_IN_BRANCH,ACONDICIONADOR PROTECCION COLOR,4.34782609,3.06,,,,,,,
7702113023145,NOT_IN_BRANCH,ACONDICIONADOR RESTAURACION 6 EN 1,4.34782609,3.06,,,,,,,
7702113042481,NOT_IN_BRANCH,ACONDICIONADOR RIZOS PERFECTOS RECAMIER,4.34782609,3.06,,,,,,,
7861171202302,NOT_IN_BRANCH,ACONDICIONADOR SEMILLAS DE ALGODON 1000ML,8.69565217,8.45,,,,,,,
7861171202296,NOT_IN_BRANCH,ACONDICIONADOR SEMILLAS DE ALGODON 500ML,5.43478261,4.45,,,,,,,
7756719011785,NOT_IN_BRANCH,ACONDICIONADOR VITAL PLACENTA LIFE 350 ML,5.2173913,4.0,,,,,,,
SPP016,NOT_IN_BRANCH,ACRILICAS ESCULTURALES ,21.73913043,13.5,,,,,,,
8832169472464,NOT_IN_BRANCH,ACRILICO ADDICT,4.130435,3.75,,,,,,,
8801024828845,NOT_IN_BRANCH,ACRILICO ADDICT ALMOND 1/2 OZ,4.13043478,3.75,,,,,,,
8800089014231,NOT_IN_BRANCH,ACRILICO ADDICT ALMOND 1OZ,6.08695652,5.28,,,,,,,
8786742460648,NOT_IN_BRANCH,ACRILICO ADDICT ALMOND 2OZ,10.86956522,9.9,,,,,,,
8872001310295,NOT_IN_BRANCH,ACRILICO ADDICT ALMOND 4OZ,17.82608696,16.0,,,,,,,
1437218676113,NOT_IN_BRANCH,ACRILICO ADDICT BABY ROSE,17.82608696,16.0,,,,,,,
8854988838573,NOT_IN_BRANCH,ACRILICO ADDICT BLACK,6.08695652,5.28,,,,,,,
8803478960300,NOT_IN_BRANCH,ACRILICO ADDICT CLEAR  2OZ,10.86956522,9.9,,,,,,,
8716520199613,NOT_IN_BRANCH,ACRILICO ADDICT CLEAR 1/2 OZ,4.13043478,3.75,,,,,,,
8804469958917,NOT_IN_BRANCH,ACRILICO ADDICT CLEAR 1OZ,6.08695652,5.28,,,,,,,
8859008259024,NOT_IN_BRANCH,ACRILICO ADDICT CLEAR 4OZ,17.82608696,16.0,,,,,,,
8874083683403,NOT_IN_BRANCH,ACRILICO ADDICT COVER BEIGE 4OZ,17.82608696,16.0,,,,,,,
8858787443167,NOT_IN_BRANCH,ACRILICO ADDICT COVER PINK 4OZ,17.82608696,16.0,,,,,,,
8764225749619,NOT_IN_BRANCH,ACRILICO ADDICT LIFHT PINK 2OZ,10.86956522,9.0,,,,,,,
8764175000167,NOT_IN_BRANCH,ACRILICO ADDICT LIGTH PINK 1OZ,6.08695652,5.28,,,,,,,
8871851464752,NOT_IN_BRANCH,ACRILICO ADDICT LIGTH PINK 4 OZ,17.82608696,16.0,,,,,,,
8741819161651,NOT_IN_BRANCH,ACRILICO ADDICT NATURAL 1OZ,6.08695652,5.28,,,,,,,
8746470520267,NOT_IN_BRANCH,ACRILICO ADDICT NATURAL 2OZ,10.86956522,9.0,,,,,,,
8872903752193,NOT_IN_BRANCH,ACRILICO ADDICT NATURAL 4 OZ,17.82608696,16.0,,,,,,,
8795999449153,NOT_IN_BRANCH,ACRILICO ADDICT NUDE BLUSH,6.08695652,5.28,,,,,,,
8787175788156,NOT_IN_BRANCH,ACRILICO ADDICT PEACH 1/2 OZ,4.13043478,3.75,,,,,,,
8787281346561,NOT_IN_BRANCH,ACRILICO ADDICT PEACH 1OZ,6.08695652,5.28,,,,,,,
8787397973880,NOT_IN_BRANCH,ACRILICO ADDICT PEACH 2OZ,10.86956522,9.0,,,,,,,
8869820367463,NOT_IN_BRANCH,ACRILICO ADDICT PEACH 4 OZ,17.82608696,16.0,,,,,,,
8757938687477,NOT_IN_BRANCH,ACRILICO ADDICT PINK 1OZ,6.08695652,5.28,,,,,,,
8758537566439,NOT_IN_BRANCH,ACRILICO ADDICT PINK 2OZ,10.86956522,9.9,,,,,,,
8866322781902,NOT_IN_BRANCH,ACRILICO ADDICT PINK 4 OZ,17.82608696,16.0,,,,,,,
8776522001543,NOT_IN_BRANCH,ACRILICO BABY ROSE 1OZ,6.08695652,5.28,,,,,,,
357782,NOT_IN_BRANCH,ACRILICO BABY WHITE COQUETAS,5.86956522,4.45,,,,,,,
466644,NOT_IN_BRANCH,ACRILICO BORGOÑA COQUETAS,3.47826087,2.66,,,,,,,
466654,NOT_IN_BRANCH,ACRILICO CELESTIAL COQUETAS,3.47826087,2.66,,,,,,,
842342112092,NOT_IN_BRANCH,ACRILICO CLEAR  STAR 2OZ,17.26086957,15.91,,,,,,,
0401318,NOT_IN_BRANCH,ACRILICO COLOR PASTEL MALVA ,3.04347826,2.25,,,,,,,
842342110678,NOT_IN_BRANCH,ACRILICO COOL PINK 8OZ,45.913043,42.25,,,,,,,
0401319,NOT_IN_BRANCH,ACRILICO COQUETAS COLOS PASTEL PISTACHO,3.04347826,2.25,,,,,,,
466660,NOT_IN_BRANCH,ACRILICO COQUETAS GLITTER RED,3.47826087,2.66,,,,,,,
466646,NOT_IN_BRANCH,ACRILICO COQUETAS MIEL 0.5 OZ,3.47826087,2.66,,,,,,,
466647,NOT_IN_BRANCH,ACRILICO COQUETAS NATURALEZA,3.47826087,2.66,,,,,,,
33876871,NOT_IN_BRANCH,ACRILICO COQUETAS WHITE 1LB,65.217391,59.0,,,,,,,
7861168701317,NOT_IN_BRANCH,ACRILICO COVER BEIGE 01 OZ,7.7826,6.0,,,,,,,
8724205553537,NOT_IN_BRANCH,ACRILICO COVER BEIGE 1 OZ,6.08695652,5.28,,,,,,,
8776250479966,NOT_IN_BRANCH,ACRILICO COVER BEIGE ADDICT 1/2 OZ,4.13043478,3.75,,,,,,,
354301,NOT_IN_BRANCH,ACRILICO COVER CHANEL 1OZ,5.65217391,4.45,,,,,,,
466788,NOT_IN_BRANCH,ACRILICO COVER CHANEL COQUETAS 0.5OZ,3.47826087,2.66,,,,,,,
0005000215,NOT_IN_BRANCH,ACRILICO COVER NATURAL MIA,26.08695652,20.0,,,,,,,
0005000516,NOT_IN_BRANCH,ACRILICO COVER NATURAL MIA 1 OZ,8.69565217,6.0,,,,,,,
355202,NOT_IN_BRANCH,ACRILICO COVER NEW ROSE 1OZ,5.65217391,4.45,,,,,,,
318305,NOT_IN_BRANCH,ACRILICO COVER NUDE 0.5 OZ,3.47826087,2.67,,,,,,,
354141,NOT_IN_BRANCH,ACRILICO COVER NUDE 1OZ,5.65217391,4.45,,,,,,,
345154,NOT_IN_BRANCH,ACRILICO COVER NUDE COQUETAS 2 OZ,10.0,7.95,,,,,,,
345162,NOT_IN_BRANCH,ACRILICO COVER OPAQUE COQUETAS,5.65217391,2.66,,,,,,,
7861168874482,NOT_IN_BRANCH,ACRILICO COVER PERFECT NUDE,11.82608696,9.31,,,,,,,
7861168874314,NOT_IN_BRANCH,ACRILICO COVER PINK 4 OZ,19.91304348,14.65,,,,,,,
345155,NOT_IN_BRANCH,ACRILICO COVER PINK COQUETAS 2 OZ,10.0,7.95,,,,,,,
7861168874321,NOT_IN_BRANCH,ACRILICO COVER PINK MASTER NAILS 8OZ,32.61,23.95,,,,,,,
466681,NOT_IN_BRANCH,ACRILICO DUSK COQUETAS,3.47826087,2.66,,,,,,,
466682,NOT_IN_BRANCH,ACRILICO EMERALD COQUETAS,3.47826087,2.66,,,,,,,
466645,NOT_IN_BRANCH,ACRILICO JAM COQUETAS,3.47826087,2.66,,,,,,,
0401325,NOT_IN_BRANCH,ACRILICO LIME GREEN COQUETAS 1 OZ,3.04347826,2.25,,,,,,,
466643,NOT_IN_BRANCH,ACRILICO LIRIO COQUETAS,3.47826087,2.66,,,,,,,
736372726520,NOT_IN_BRANCH,ACRILICO MASTER NAIL GLITTER 1/4 OZ,3.47826087,2.4,,,,,,,
736372726490,NOT_IN_BRANCH,ACRILICO MASTER NAILS  PINK GOLD 1/4 OZ,3.47826087,2.4,,,,,,,
736372726674,NOT_IN_BRANCH,ACRILICO MASTER NAILS 1/4 OZ,3.47826087,2.4,,,,,,,
736372726261,NOT_IN_BRANCH,ACRILICO MASTER NAILS 1/4 OZ,3.47826087,2.4,,,,,,,
736372726681,NOT_IN_BRANCH,ACRILICO MASTER NAILS 1/4 OZ,3.47826087,2.4,,,,,,,
736372726421,NOT_IN_BRANCH,ACRILICO MASTER NAILS 1/4 OZ,3.47826087,2.4,,,,,,,
736372726599,NOT_IN_BRANCH,ACRILICO MASTER NAILS 1/4 OZ,3.47826087,2.4,,,,,,,
736372726377,NOT_IN_BRANCH,ACRILICO MASTER NAILS 1/4 OZ,3.47826087,2.4,,,,,,,
736372726247,NOT_IN_BRANCH,ACRILICO MASTER NAILS AMARILLO PAASTEL 1/4 OZ,3.47826087,2.4,,,,,,,
736372726254,NOT_IN_BRANCH,ACRILICO MASTER NAILS AZUL PASTEL,3.47826087,2.4,,,,,,,
736372726353,NOT_IN_BRANCH,ACRILICO MASTER NAILS BALLET,3.47826087,2.4,,,,,,,
736372726698,NOT_IN_BRANCH,ACRILICO MASTER NAILS BEACH PLEASE,3.47826087,2.4,,,,,,,
736372726384,NOT_IN_BRANCH,ACRILICO MASTER NAILS BEIGE,3.47826087,2.4,,,,,,,
736372726643,NOT_IN_BRANCH,ACRILICO MASTER NAILS BLING DIVA,3.47826087,2.4,,,,,,,
736372726346,NOT_IN_BRANCH,ACRILICO MASTER NAILS CAFE CON LECHE 1/4 OZ,3.47826087,2.4,,,,,,,
736372726070,NOT_IN_BRANCH,ACRILICO MASTER NAILS CIELO 1/4 OZ,3.47826087,2.4,,,,,,,
736372726582,NOT_IN_BRANCH,ACRILICO MASTER NAILS COOPER 1/4 OZ,3.47826087,2.4,,,,,,,
736372726575,NOT_IN_BRANCH,ACRILICO MASTER NAILS COTTON 1/4 OZ,3.47826087,2.4,,,,,,,
736372726636,NOT_IN_BRANCH,ACRILICO MASTER NAILS DREAMS 1/4 OZ,3.47826087,2.4,,,,,,,
736372726414,NOT_IN_BRANCH,ACRILICO MASTER NAILS FROZEN MOON,3.47826087,2.4,,,,,,,
736372726605,NOT_IN_BRANCH,ACRILICO MASTER NAILS LAVANDER 1/4 OZ,3.47826087,2.4,,,,,,,
736372726230,NOT_IN_BRANCH,ACRILICO MASTER NAILS NARANJA PASTEL,3.47826087,2.4,,,,,,,
736372725950,NOT_IN_BRANCH,ACRILICO MASTER NAILS NEGRO 1/4 OZ,3.47826087,2.4,,,,,,,
736372726179,NOT_IN_BRANCH,ACRILICO MASTER NAILS NUDE 1/4 OZ,3.47826087,2.4,,,,,,,
736372726209,NOT_IN_BRANCH,ACRILICO MASTER NAILS NUDE 1/4 OZ,3.47826087,2.4,,,,,,,
736372726568,NOT_IN_BRANCH,ACRILICO MASTER NAILS OPAL,3.47826087,2.4,,,,,,,
736372726551A,NOT_IN_BRANCH,ACRILICO MASTER NAILS SECRET 1/4 OZ,3.47826087,2.4,,,,,,,
736372726476,NOT_IN_BRANCH,ACRILICO MASTER NAILS SPECIAL DAY 1/4 OZ,3.47826087,2.4,,,,,,,
736372726445,NOT_IN_BRANCH,ACRILICO MASTER NAILS SPECIAL DAY 1/4 OZ,3.47826087,2.4,,,,,,,
736372726629,NOT_IN_BRANCH,ACRILICO MASTER NAILS VELVET 1/4 OZ,3.47826087,2.4,,,,,,,
736372726223,NOT_IN_BRANCH,ACRILICO MASTER NAILS VERDE PASTEL 1/4 OZ,3.47826087,2.4,,,,,,,
764451243903,NOT_IN_BRANCH,ACRILICO MILK 1 OZ,7.73913043,5.73,,,,,,,
764451243927,NOT_IN_BRANCH,ACRILICO MILK 2 OZ,11.82608696,9.31,,,,,,,
0401321,NOT_IN_BRANCH,ACRILICO MOON COQUETAS 1 OZ,3.04347826,2.25,,,,,,,
8734515783029,NOT_IN_BRANCH,ACRILICO NATURAL ADDICT 1/2 OZ,4.13043478,3.75,,,,,,,
466648,NOT_IN_BRANCH,ACRILICO NOCHE COQUETAS,3.47826087,2.66,,,,,,,
842342110609,NOT_IN_BRANCH,ACRILICO PEACH 8OZ,45.913043,42.25,,,,,,,
811901014450,NOT_IN_BRANCH,ACRILICO PINK 4OZ,27.217391,25.04,,,,,,,
466653,NOT_IN_BRANCH,ACRILICO RUBY COQUETAS,3.47826087,2.66,,,,,,,
466650,NOT_IN_BRANCH,ACRILICO TAFFI COQUETAS,3.47826087,2.66,,,,,,,
842342112290,NOT_IN_BRANCH,ACRILICO TAN 2OZ,17.26086957,15.91,,,,,,,
466651,NOT_IN_BRANCH,ACRILICO VINO COQUETAS,3.47826087,2.66,,,,,,,
318211172405,NOT_IN_BRANCH,ACRILICO WHITE 0.5OZ,3.47826087,3.5,,,,,,,
7861168874277,NOT_IN_BRANCH,ACRILICO WHITE 4 oz MASTER NAILS ,19.91304348,14.65,,,,,,,
354132,NOT_IN_BRANCH,ACRILICO WHITE COQUETAS 2 OZ,10.0,7.95,,,,,,,
354404,NOT_IN_BRANCH,ACRILICO WHITE COQUETAS 4OZ,20.0,15.1,,,,,,,
466652,NOT_IN_BRANCH,ACRILICO ZAFIRO COQUETAS,3.47826087,2.66,,,,,,,
6322106451352,NOT_IN_BRANCH,ACRILICOS LUMINOUS VARIOS COLORES ,1.73913043,1.0,,,,,,,
683609864114,NOT_IN_BRANCH,ACTIVADOR BROW BEAUTY CREATION,4.347826,3.3,,,,,,,
7861076204623,NOT_IN_BRANCH,ACTIVADOR DE RIZOS MOUSE ,6.08695652,4.5,,,,,,,
736372726513,NOT_IN_BRANCH,ACXRILICO MASTER NAILS PINK GOLD 1/4 OZ,3.47826087,2.4,,,,,,,
7707305936722,NOT_IN_BRANCH,AD005 PEGANTE ARDEL DE VIDRIO X12 MARCA ADORO-ARDEL,1.52173913,0.86,,,,,,,
PLADSHAD008,NOT_IN_BRANCH,AD008 PALETA RASPA CALLO GDE tu loock  MARCA TU LOOCK  ,0.86956522,0.64604167,,,,,,,
1169455393453,NOT_IN_BRANCH,ADDCIT ACRILICO NUDE ROSE 6 1/4 OZ ,3.04347826,2.05,,,,,,,
1182171255744,NOT_IN_BRANCH,ADDICT ACRILICO AMARILLO 1 1/4 OZ ,3.04347826,2.05,,,,,,,
1195723141822,NOT_IN_BRANCH,ADDICT ACRILICO AMRARILLO 2 1/4 OZ ,3.04347826,2.05,,,,,,,
1124168544158,NOT_IN_BRANCH,ADDICT ACRILICO AZUL 1/4 OZ,3.04347826,2.05,,,,,,,
